File,Code,Level,Prompt,Multiplier,Files
CCCAB-2,CCCAB,2,An oil painting with a coral background color of an energetic person dancing in seclusion next to a huge fish sculpture,1,4
CCCAB-3,CCCAB,3,An oil painting with a coral background color of an energetic person dancing in seclusion outside a hen house,1,4
CCCAB-4,CCCAB,4,An oil painting with a coral background color of an energetic person dancing in seclusion while facing a giraffe,1,4
CCCAB-5,CCCAB,5,An oil painting with a coral background color of an energetic person dancing and carrying a monkey in seclusion,1,4
CCCAB-6,CCCAB,6,An oil painting with a coral background color of an energetic person dancing in seclusion with a pet leopard,2,8
CCCAB-7,CCCAB,7,An oil painting with a coral background color of an energetic person dancing in seclusion with a dolphin in the horizon,1,4
CCCAB-8,CCCAB,8,An oil painting with a coral background color of an energetic person in seclusion having a dance battle with a zebra,1,4
CCCAB-9,CCCAB,9,An oil painting with a coral background color of an energetic person dancing in seclusion next to an elephant in the open field,1,4
CCCAB-10,CCCAB,10,An oil painting with a coral background color of an energetic person dancing in seclusion after seeing a flying unicorn,1,4
CCCAC-1,CCCAC,1,A pop art painting with a coral background color of a smiling person dancing alone near some butterflies,1,4
CCCAC-2,CCCAC,2,An abstract painting with a coral background color of a bubbly person dancing alone next to a fish bowl,2,8
CCCAC-3,CCCAC,3,An abstract painting with a coral background color of a bubbly person dancing alone outside a hen shed,3,12
CCCAC-4,CCCAC,4,An abstract painting with a coral background color of a bubbly person dancing alone holding a giraffe figure,1,4
CCCAC-5,CCCAC,5,An abstract painting with a coral background color of a bubbly person dancing alone under a monkey tree,2,8
CCCAC-6,CCCAC,6,An abstract painting with a coral background color of a bubbly person dancing alone next to a leopard carving,2,8
CCCAC-7,CCCAC,7,An abstract painting with a coral background color of a bubbly person dancing the dolphin style alone,1,4
CCCAC-8,CCCAC,8,An abstract painting with a coral background color of a bubbly person dancing alone overlooking a few zebras,1,4
CCCAC-9,CCCAC,9,An abstract painting with a coral background color of a bubbly person dancing alone holding a stuffed elephant,1,4
CCCAC-10,CCCAC,10,An abstract painting with a coral background color of a bubbly person dancing alone holding a stuffed unicorn,1,4
CCCBA-1,CCCBA,1,An oil painting with a coral background color of an energetic person dancing alone near a beautiful butterfly,1,4
CCCBA-2,CCCBA,2,A pop art painting with a coral background color of a happy person dancing with a small group overlooking a fish pond,1,4
CCCBA-3,CCCBA,3,A pop art painting with a coral background color of a happy person dancing with a small group and carrying a hen,1,4
CCCBA-4,CCCBA,4,A pop art painting with a coral background color of a happy person dancing with a small group at a giraffe park,1,4
CCCBA-5,CCCBA,5,A pop art painting with a coral background color of a happy person dancing with a small group focused on monkeys,1,4
CCCBA-6,CCCBA,6,A pop art painting with a coral background color of a happy person dancing with a small group at a zoo with leopards,1,4
CCCBA-7,CCCBA,7,A pop art painting with a coral background color of a happy person dancing with a small group at a dolphin show,1,4
CCCBA-8,CCCBA,8,A pop art painting with a coral background color of a happy person dancing with a small group around zebras grazing,1,4
CCCBA-9,CCCBA,9,A pop art painting with a coral background color of a happy person dancing with a small group surrounded by elephant portraits,1,4
CCCBA-10,CCCBA,10,A pop art painting with a coral background color of a happy person carrying a unicorn and dancing with a small group of people,1,4
CCCBB-1,CCCBB,1,An abstract painting with a coral background color of a bubbly person dancing alone next to a beautiful baby butterfly,1,4
CCCBB-2,CCCBB,2,An acrylic painting with  a coral background color of a joyful person running with a small group catching fish,1,4
CCCBB-3,CCCBB,3,An acrylic painting with  a coral background color of a joyful person running after a hen with a small group of people,4,16
CCCBB-4,CCCBB,4,An acrylic painting with  a coral background color of a joyful person who likes giraffes running with a small group,2,8
CCCBB-5,CCCBB,5,An acrylic painting with  a coral background color of a joyful person running after a monkey with a small group,2,8
CCCBB-6,CCCBB,6,An acrylic painting with  a coral background color of a joyful person running with a small group away from a leopard,3,12
CCCBB-7,CCCBB,7,An acrylic painting with  a coral background color of a joyful person running to see a dolphin show,1,4
CCCBB-8,CCCBB,8,An acrylic painting with  a coral background color of a joyful person running with a small group dressed in zebra stripes,1,4
CCCBB-9,CCCBB,9,An acrylic painting with  a coral background color of a joyful person running with a small group to feed elephants,1,4
CCCBB-10,CCCBB,10,An acrylic painting with  a coral background color of a joyful person running with a small group to unveil a unicorn statue,1,4
CCCBC-1,CCCBC,1,A pop art painting with a coral background color of a happy person dancing next to a small group of people in a garden with butterflies,4,16
CCCBC-2,CCCBC,2,A picasso painting with a coral background color of a cheerful person running with a small group in an aquarium,4,16
CCCBC-3,CCCBC,3,A picasso painting with a coral background color of a cheerful person running with a small group chasing a hen,4,16
CCCBC-4,CCCBC,4,A picasso painting with a coral background color of a cheerful person running with a small group observing a dazzle of zebras,4,16
CCCBC-5,CCCBC,5,A picasso painting with a coral background color of a cheerful person running after a group of monkeys with a small group,4,16
CCCBC-6,CCCBC,6,A picasso painting with a coral background color of a cheerful person with a pet leopard running with a small group,4,16
CCCBC-7,CCCBC,7,A picasso painting with a coral background color of a cheerful person running with a small group to look at dolphins,1,4
CCCBC-8,CCCBC,8,A picasso painting with a coral background color of a cheerful person running with a small group towards grazing zebras,1,4
CCCBC-9,CCCBC,9,A picasso painting with a coral background color of a cheerful person running with a small group towards grazing elephants,1,4
CCCBC-10,CCCBC,10,A picasso painting with a coral background color of a cheerful person running with a small group to hoist a unicorn statue,1,4
CCCCA-1,CCCCA,1,An acrylic painting with  a coral background color of a joyful person running next to a small group of people towards a butterfly,1,4
CCCCA-2,CCCCA,2,A pop art painting with a coral background color of a smiling person dancing at a party and serving fish,1,4
CCCCA-3,CCCCA,3,A pop art painting with a coral background color of a smiling person dancing at a field party with hens around,2,8
CCCCA-4,CCCCA,4,A pop art painting with a coral background color of a smiling person dancing at a giraffe-themed party,1,4
CCCCA-5,CCCCA,5,A pop art painting with a coral background color of a smiling person dancing at a party surrounded by trees with monkeys,1,4
CCCCA-6,CCCCA,6,A pop art painting with a coral background color of a smiling person dancing at a party overlooking a forest with leopards,2,8
CCCCA-7,CCCCA,7,A pop art painting with a coral background color of a smiling person dancing at a party overlooking an ocean with dolphins,1,4
CCCCA-8,CCCCA,8,A pop art painting with a coral background color of a smiling person dancing at a party overlooking a forest with zebras,1,4
CCCCA-9,CCCCA,9,A pop art painting with a coral background color of a smiling person dancing at a party overlooking a forest with elephants,1,4
CCCCA-10,CCCCA,10,A pop art painting with a coral background color of a smiling person dancing at a party overlooking a forest with unicorns,1,4
CCCCB-1,CCCCB,1,A picasso painting with a coral background color of a cheerful person running next to a small group of people in a farm with butterflies,2,8
CCCCB-2,CCCCB,2,An oil painting with a coral background color of a blissful person running with a crowd next to fish park,4,16
CCCCB-3,CCCCB,3,An oil painting with a coral background color of a blissful person running with a crowd towards some hens,4,16
CCCCB-4,CCCCB,4,An oil painting with a coral background color of a blissful person running with a crowd towards a giraffe show,4,16
